updated_datetime;current_population
2023-03-02 12:15:11.490105;216,013,322
2023-03-03 12:15:04.803074;216,016,717
2023-03-04 12:13:45.192822;216,020,109
2023-03-05 12:13:56.826762;216,023,505
2023-03-06 12:16:12.818806;216,026,906
2023-03-07 12:15:25.233445;216,030,300
2023-03-08 12:15:18.205433;216,033,695
2023-03-09 12:15:58.530113;216,037,092
2023-03-10 12:15:22.993824;216,040,486
2023-03-11 12:13:02.621050;216,043,876
2023-03-12 12:13:28.827263;216,047,273
2023-03-13 12:15:31.963232;216,050,673
2023-03-14 12:19:18.062530;216,054,078
2023-03-15 12:15:28.032308;216,057,464
2023-03-16 12:15:03.089973;216,060,859
2023-03-17 12:15:02.627386;216,064,254
2023-03-18 12:13:33.268950;216,067,646
2023-03-19 12:13:26.510357;216,071,041
2023-03-20 12:15:18.565619;216,074,441
2023-03-21 12:14:05.966543;216,077,834
2023-03-22 12:14:20.885125;216,081,230
2023-03-23 12:14:38.538783;216,084,626
2023-03-24 12:12:56.400986;216,088,018
2023-03-25 12:12:45.158123;216,091,413
2023-03-26 12:12:41.564211;216,094,808
2023-03-28 12:15:24.366631;216,101,606
2023-03-29 12:16:11.328318;216,105,003
2023-03-30 12:14:47.849271;216,108,395
2023-03-31 12:14:26.651333;216,111,790
2023-04-01 12:12:30.444007;216,115,181
2023-04-02 12:12:22.917889;216,118,576
2023-04-03 12:13:49.399523;216,121,975
2023-04-04 12:13:44.054400;216,125,370
2023-04-05 12:16:24.113273;216,128,772
2023-04-06 12:13:41.887169;216,132,161
2023-04-07 12:13:13.127101;216,135,556
2023-04-08 12:12:10.740849;216,138,949
2023-04-09 12:12:20.278627;216,142,345
2023-04-11 12:20:44.600260;216,149,155
2023-04-12 12:20:53.159331;216,152,551
2023-04-13 12:21:37.991540;216,155,949
2023-04-14 12:20:07.973065;216,159,341
2023-04-15 12:18:52.796243;216,162,733
2023-04-16 12:19:15.161545;216,166,130
2023-04-17 12:22:04.360330;216,169,532
2023-04-18 12:21:06.416065;216,172,925
2023-04-19 12:21:04.452349;216,176,320
2023-04-20 12:20:42.912941;216,179,715
2023-04-21 12:20:15.570481;216,183,110
2023-04-22 12:19:08.554898;216,186,502
2023-04-23 12:19:49.689066;216,189,900
2023-04-24 12:21:09.201978;216,193,298
2023-04-25 12:20:48.700326;216,196,693
2023-04-26 12:21:05.426016;216,200,089
2023-04-27 12:20:10.126579;216,203,482
2023-04-28 12:20:12.591236;216,206,878
2023-04-29 12:18:31.335664;216,210,270
2023-04-30 12:18:56.005485;216,213,666
2023-05-01 12:19:57.373835;216,217,064
2023-05-02 12:21:39.843644;216,220,464
2023-05-03 12:20:48.774744;216,223,857
2023-05-04 12:20:15.793118;216,227,251
2023-05-05 12:20:03.538788;216,230,646
2023-05-06 12:19:05.013991;216,234,040
2023-05-07 12:19:03.352822;216,237,435
2023-05-08 12:22:38.230864;216,240,839
2023-05-09 12:59:17.005400;216,244,321
2023-05-10 12:20:48.074043;216,247,626
2023-05-11 12:20:46.497064;216,251,021
2023-05-12 12:19:56.930075;216,254,415
2023-05-13 12:18:44.015415;216,257,807
2023-05-14 12:19:16.023643;216,261,204
2023-05-15 12:21:53.037866;216,264,606
2023-05-16 12:22:29.958493;216,268,003
2023-05-17 12:20:47.708707;216,271,394
2023-05-18 12:20:41.330604;216,274,790
2023-05-19 12:19:28.076764;216,278,182
2023-05-20 12:18:49.502998;216,281,576
2023-05-21 12:18:50.215501;216,284,972
2023-05-22 12:21:06.910002;216,288,373
2023-05-23 12:20:27.265308;216,291,767
2023-05-24 12:20:24.519319;216,295,162
2023-05-25 12:20:36.831821;216,298,558
2023-05-26 12:20:26.862861;216,301,953
2023-05-27 12:18:59.307917;216,305,345
2023-05-28 12:18:29.670522;216,308,740
2023-05-29 12:20:04.342851;216,312,139
2023-05-30 12:22:26.608115;216,315,540
2023-05-31 12:22:03.646356;216,318,935
2023-06-01 12:21:25.522155;216,322,329
2023-06-02 12:21:44.572584;216,325,725
2023-06-03 12:19:19.253808;216,329,115
2023-06-04 12:19:40.953629;216,332,511
2023-06-05 12:22:36.920910;216,335,914
2023-06-06 12:21:53.963447;216,339,307
2023-06-07 12:21:55.638639;216,342,703
2023-06-08 12:20:31.514155;216,346,095
2023-06-09 12:20:33.087318;216,349,491
2023-06-10 12:18:31.703599;216,352,881
2023-06-11 12:19:37.423275;216,356,280
2023-06-12 12:20:55.020408;216,359,678
2023-06-13 13:30:47.615704;216,363,238
2023-06-14 12:21:32.040310;216,366,471
2023-06-15 12:21:14.809440;216,369,865
2023-06-16 12:20:33.778507;216,373,259
2023-06-17 12:18:35.503963;216,376,650
2023-06-18 12:20:07.020203;216,380,049
2023-06-19 12:22:27.354977;216,383,450
2023-06-20 12:21:59.785711;216,386,845
2023-06-21 12:21:26.213288;216,390,239
2023-06-22 12:21:35.256476;216,393,635
2023-06-23 12:23:13.898981;216,397,034
2023-06-24 12:22:34.992502;216,400,428
2023-06-25 12:23:47.424696;216,403,827
2023-06-26 12:23:40.750425;216,407,222
2023-06-27 13:06:58.188692;216,410,720
2023-06-28 12:25:23.280049;216,414,017
2023-06-29 12:23:54.352989;216,417,409
2023-06-30 12:23:00.860844;216,420,802
2023-07-03 12:25:42.959425;216,430,995
2023-07-04 12:24:46.990998;216,434,389
2023-07-05 12:27:16.906405;216,437,790
2023-07-06 12:26:26.624558;216,441,184
2023-07-07 12:24:27.597630;216,444,574
2023-07-08 12:22:21.886628;216,447,965
2023-07-09 12:22:01.611969;216,451,360
2023-07-10 12:24:31.061658;216,454,761
2023-07-11 12:25:17.081052;216,458,159
2023-07-12 12:25:15.157848;216,461,554
2023-07-13 12:25:54.236365;216,464,951
2023-07-14 12:23:37.186139;216,468,341
2023-07-15 12:21:08.569649;216,471,731
2023-07-16 12:21:29.740396;216,475,127
2023-07-17 12:25:29.025935;216,478,532
2023-07-18 12:22:29.133865;216,481,921
2023-07-19 12:21:14.199699;216,485,313
2023-07-20 12:22:50.053684;216,488,712
2023-07-21 12:40:54.845397;216,492,151
2023-07-22 12:19:15.953321;216,495,495
2023-07-23 12:19:29.531232;216,498,891
2023-07-24 12:21:24.096963;216,502,291
2023-07-25 12:22:58.946233;216,505,690
2023-07-26 12:20:39.418485;216,509,080
2023-07-27 12:21:01.598843;216,512,477
2023-07-28 12:20:34.616500;216,515,871
2023-07-29 12:18:58.099031;216,519,263
2023-07-30 12:19:03.124865;216,522,659
2023-07-31 12:23:04.347428;216,526,064
2023-08-01 12:21:44.521534;216,529,456
2023-08-02 12:21:05.073951;216,532,850
2023-08-03 12:21:13.977710;216,536,246
2023-08-04 12:20:18.141358;216,539,639
2023-08-05 12:18:36.124339;216,543,031
2023-08-06 12:18:13.443749;216,546,425
2023-08-07 12:21:20.084130;216,549,828
2023-08-08 12:20:46.648995;216,553,222
2023-08-09 12:21:46.005793;216,556,620
2023-08-10 12:22:23.167403;216,560,017
2023-08-11 12:19:04.803888;216,563,405
2023-08-12 12:17:46.240705;216,566,797
2023-08-13 12:17:17.953613;216,570,192
2023-08-14 12:21:10.013761;216,573,596
2023-08-15 12:19:15.197639;216,576,988
2023-08-16 12:19:18.320448;216,580,383
2023-08-17 12:19:07.505245;216,583,778
2023-08-18 12:19:08.342925;216,587,174
2023-08-19 12:17:09.841335;216,590,565
2023-08-20 12:17:15.251272;216,593,960
2023-08-21 12:19:50.333220;216,597,362
2023-08-22 12:19:40.103205;216,600,757
2023-08-23 12:20:00.205771;216,604,153
2023-08-24 12:19:53.004179;216,607,549
2023-08-25 12:19:29.913223;216,610,943
2023-08-26 12:17:59.256533;216,614,335
2023-08-27 12:17:42.085987;216,617,730
2023-08-28 12:20:54.246331;216,621,133
2023-08-29 12:20:09.595300;216,624,527
2023-08-30 12:20:21.337699;216,627,923
2023-08-31 12:20:04.153852;216,631,318
2023-09-01 12:19:48.611634;216,634,713
2023-09-02 12:17:34.527385;216,638,103
2023-09-03 12:18:43.266900;216,641,501
2023-09-04 12:20:14.427897;216,644,900
2023-09-05 12:20:05.027593;216,648,295
2023-09-06 12:20:52.597553;216,651,693
2023-09-07 12:20:18.401893;216,655,087
2023-09-08 12:19:53.653968;216,658,481
2023-09-09 12:17:25.338379;216,661,871
2023-09-10 12:18:10.231350;216,665,268
2023-09-11 12:20:23.049746;216,668,669
2023-09-12 12:20:32.272724;216,672,065
2023-09-13 12:20:41.721839;216,675,461
2023-09-14 12:20:22.833662;216,678,856
2023-09-15 12:20:13.668655;216,682,251
2023-09-16 12:18:37.186276;216,685,643
2023-09-17 12:18:17.819567;216,689,037
2023-09-18 12:20:59.078822;216,692,439
2023-09-19 12:20:48.619459;216,695,834
2023-09-20 12:20:41.804543;216,699,230
2023-09-21 12:20:40.273710;216,702,625
2023-09-22 12:20:07.895226;216,706,019
2023-09-23 12:18:28.543589;216,709,411
2023-09-24 12:18:39.147991;216,712,807
2023-09-25 12:21:23.927057;216,716,209
2023-09-26 12:21:17.632061;216,719,604
2023-09-27 12:20:46.783365;216,722,998
2023-09-28 12:20:29.322128;216,726,393
2023-09-29 12:20:12.281472;216,729,788
2023-09-30 12:18:12.430968;216,733,179
2023-10-01 12:18:41.575870;216,736,576
2023-10-02 12:21:08.142324;216,739,977
2023-10-03 12:21:13.192354;216,743,373
2023-10-04 12:21:39.825222;216,746,769
2023-10-05 12:21:47.244338;216,750,165
2023-10-06 12:21:16.288214;216,753,559
2023-10-07 12:18:55.708044;216,756,949
2023-10-08 12:18:40.160222;216,760,344
2023-10-09 12:22:10.631375;216,763,748
2023-10-10 12:20:44.353459;216,767,140
2023-10-11 12:21:23.902421;216,770,537
2023-10-12 12:20:59.575459;216,773,932
2023-10-13 12:21:36.770102;216,777,329
2023-10-14 12:18:30.865734;216,780,717
2023-10-15 12:18:41.198653;216,784,113
2023-10-16 12:21:54.354630;216,787,516
2023-10-17 12:21:09.482086;216,790,910
2023-10-18 12:21:09.304014;216,794,305
2023-10-19 12:21:17.521615;216,797,701
2023-10-20 12:20:38.591835;216,801,095
2023-10-21 12:18:35.994218;216,804,486
2023-10-22 12:18:37.502194;216,807,881
2023-10-23 12:20:51.117105;216,811,282
2023-10-24 12:20:10.001534;216,814,676
2023-10-25 12:20:19.742169;216,818,072
2023-10-26 12:20:24.060390;216,821,468
2023-10-27 12:20:20.927828;216,824,863
2023-10-28 12:18:24.029815;216,828,254
2023-10-29 12:18:56.032622;216,831,651
2023-10-30 12:20:45.004204;216,835,051
2023-10-31 12:20:39.713629;216,838,446
2023-11-01 12:20:29.060684;216,841,841
2023-11-02 12:20:27.644736;216,845,236
2023-11-03 12:20:22.892480;216,848,632
2023-11-04 12:18:32.969182;216,852,023
2023-11-05 12:18:33.559522;216,855,418
2023-11-06 12:21:49.446182;216,858,822
2023-11-07 12:20:53.858926;216,862,215
2023-11-08 12:20:22.592893;216,865,609
2023-11-09 12:20:05.733136;216,869,004
2023-11-10 12:19:57.776825;216,872,399
