Date;Price
17/04/2018;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
18/04/2018;2.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/04/2018;279.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/04/2018;2.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
23/04/2018;2.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
24/04/2018;279.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/04/2018;2.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/04/2018;2.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/04/2018;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/04/2018;2.75
01/05/2018;2.75
02/05/2018;2.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/05/2018;2.75
04/05/2018;2.75
07/05/2018;27.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/05/2018;2.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/05/2018;2.75
10/05/2018;2.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/05/2018;2.75
14/05/2018;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
15/05/2018;28.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/05/2018;2.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/05/2018;2.75
18/05/2018;2.75
21/05/2018;2.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/05/2018;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
23/05/2018;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/05/2018;287.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
25/05/2018;287.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
29/05/2018;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
30/05/2018;28.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/05/2018;2.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/06/2018;2.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/06/2018;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/06/2018;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/06/2018;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/06/2018;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/06/2018;2.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/06/2018;3
12/06/2018;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/06/2018;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
14/06/2018;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/06/2018;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/06/2018;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/06/2018;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/06/2018;295.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
21/06/2018;30.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/06/2018;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/06/2018;295.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
26/06/2018;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/06/2018;30.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
28/06/2018;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/06/2018;295.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/07/2018;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
03/07/2018;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/07/2018;2.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/07/2018;2.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/07/2018;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/07/2018;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/07/2018;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/07/2018;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/07/2018;2.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
16/07/2018;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
17/07/2018;2.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/07/2018;279.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
19/07/2018;2.75
20/07/2018;279.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/07/2018;279.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/07/2018;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
25/07/2018;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
26/07/2018;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/07/2018;2.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/07/2018;2.75
31/07/2018;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/08/2018;279.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/08/2018;2.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/08/2018;2.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
06/08/2018;2.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/08/2018;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/08/2018;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/08/2018;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/08/2018;295.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/08/2018;29.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
14/08/2018;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/08/2018;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/08/2018;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/08/2018;30.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
20/08/2018;304.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/08/2018;30.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
22/08/2018;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/08/2018;30.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
24/08/2018;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/08/2018;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/08/2018;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/08/2018;295.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
30/08/2018;295.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
31/08/2018;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
04/09/2018;295.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
05/09/2018;3
06/09/2018;2.930.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/09/2018;287.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
10/09/2018;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/09/2018;2.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
12/09/2018;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/09/2018;2.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
14/09/2018;2.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/09/2018;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/09/2018;3
19/09/2018;3.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
20/09/2018;3.069.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/09/2018;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/09/2018;304.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/09/2018;312.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/09/2018;3.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/09/2018;304.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/09/2018;30.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
01/10/2018;312.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/10/2018;3.140.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/10/2018;32.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
04/10/2018;3.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/10/2018;3.25
08/10/2018;3.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
09/10/2018;3.399.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/10/2018;345.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/10/2018;3.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/10/2018;3.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/10/2018;32.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
16/10/2018;3.270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/10/2018;329.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/10/2018;3.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/10/2018;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/10/2018;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/10/2018;3.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
24/10/2018;34.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
25/10/2018;34.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
26/10/2018;3.270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/10/2018;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/10/2018;3.270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/10/2018;3.310.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/11/2018;3.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
02/11/2018;32.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
05/11/2018;3.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
06/11/2018;3.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/11/2018;354.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/11/2018;354.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/11/2018;37.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/11/2018;395.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/11/2018;40.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
14/11/2018;40.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
15/11/2018;469.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/11/2018;429.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
19/11/2018;46.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/11/2018;46.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/11/2018;470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/11/2018;428.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/11/2018;428.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/11/2018;4.5
29/11/2018;4.5
30/11/2018;461.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/12/2018;44.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/12/2018;44.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/12/2018;469.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/12/2018;444.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/12/2018;45.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
10/12/2018;454.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/12/2018;453.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/12/2018;453.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/12/2018;430.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/12/2018;39.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/12/2018;379.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/12/2018;379.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
19/12/2018;3.640.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/12/2018;370.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/12/2018;370.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/12/2018;34.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
27/12/2018;3.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/12/2018;3.25
02/01/2019;3.25
03/01/2019;2.720.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/01/2019;279.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
07/01/2019;27.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/01/2019;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/01/2019;29.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
10/01/2019;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/01/2019;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/01/2019;3.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/01/2019;354.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/01/2019;35.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/01/2019;35.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/01/2019;3.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/01/2019;3.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/01/2019;312.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
24/01/2019;312.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
25/01/2019;3.069.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/01/2019;304.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
29/01/2019;2.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/01/2019;3
31/01/2019;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/02/2019;270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/02/2019;2.569.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/02/2019;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/02/2019;25.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/02/2019;262.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/02/2019;2.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/02/2019;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
12/02/2019;270.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/02/2019;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
14/02/2019;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/02/2019;2.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
19/02/2019;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
20/02/2019;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/02/2019;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
22/02/2019;27.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/02/2019;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
26/02/2019;27.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/02/2019;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/02/2019;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/03/2019;3.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
04/03/2019;4.25
05/03/2019;3.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/03/2019;3.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/03/2019;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
08/03/2019;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/03/2019;2.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
12/03/2019;28.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/03/2019;287.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/03/2019;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/03/2019;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/03/2019;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/03/2019;29.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
20/03/2019;2.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/03/2019;2.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
22/03/2019;2.75
25/03/2019;2.720.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/03/2019;27.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/03/2019;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/03/2019;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/03/2019;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/04/2019;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
02/04/2019;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
03/04/2019;27.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/04/2019;2.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/04/2019;262.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/04/2019;2.720.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/04/2019;270.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
10/04/2019;2.720.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/04/2019;2.720.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/04/2019;2.75
15/04/2019;2.75
16/04/2019;2.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/04/2019;254.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/04/2019;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/04/2019;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
23/04/2019;2.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
24/04/2019;2.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
25/04/2019;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/04/2019;25.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/04/2019;25.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/04/2019;2.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
01/05/2019;2.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
02/05/2019;262.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
03/05/2019;2.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
06/05/2019;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/05/2019;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/05/2019;2.640.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/05/2019;262.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/05/2019;2.640.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/05/2019;270.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/05/2019;270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/05/2019;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
16/05/2019;262.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/05/2019;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
20/05/2019;270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/05/2019;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
22/05/2019;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
23/05/2019;2.560.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/05/2019;2.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/05/2019;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/05/2019;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/05/2019;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
31/05/2019;2.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
03/06/2019;2.5
04/06/2019;245.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/06/2019;245.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/06/2019;2.399.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/06/2019;2.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/06/2019;24.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
11/06/2019;2.410.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/06/2019;2.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/06/2019;2.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/06/2019;237.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/06/2019;245.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/06/2019;2.439.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/06/2019;2.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/06/2019;237.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
21/06/2019;2.270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/06/2019;2.310.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/06/2019;2.310.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/06/2019;2.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
27/06/2019;2.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/06/2019;24.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
01/07/2019;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/07/2019;229.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
03/07/2019;229.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/07/2019;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/07/2019;2.410.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/07/2019;24.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/07/2019;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/07/2019;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/07/2019;2.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
16/07/2019;2.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/07/2019;2.439.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
18/07/2019;237.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
19/07/2019;229.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
22/07/2019;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/07/2019;2.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
24/07/2019;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/07/2019;22.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
26/07/2019;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/07/2019;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/07/2019;2.220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/07/2019;2.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/08/2019;2.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
02/08/2019;212.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/08/2019;2.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/08/2019;2.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/08/2019;2.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/08/2019;212.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
09/08/2019;2.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
12/08/2019;220.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/08/2019;22.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/08/2019;2.220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/08/2019;2.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
16/08/2019;220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/08/2019;22.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
20/08/2019;2.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/08/2019;2.310.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/08/2019;2.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
23/08/2019;2.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
26/08/2019;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/08/2019;22.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/08/2019;22.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/08/2019;2.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/08/2019;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/09/2019;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/09/2019;2.479.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/09/2019;24.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/09/2019;24.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/09/2019;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/09/2019;26.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
11/09/2019;262.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
