Date;Price
16/06/1999;2.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/06/1999;22.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/06/1999;22.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/06/1999;2.220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/06/1999;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
23/06/1999;2.25
24/06/1999;22.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
25/06/1999;2.270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/06/1999;2.25
29/06/1999;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/06/1999;2.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
01/07/1999;229.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/07/1999;22.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
06/07/1999;229.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/07/1999;220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/07/1999;2.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
09/07/1999;21.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
12/07/1999;212.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/07/1999;2.140.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/07/1999;2.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/07/1999;212.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/07/1999;2.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/07/1999;220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/07/1999;22.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/07/1999;2.25
22/07/1999;2.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
23/07/1999;24.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
26/07/1999;254.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
27/07/1999;254.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/07/1999;25.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/07/1999;26.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
30/07/1999;254.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/08/1999;25.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
03/08/1999;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
04/08/1999;2.640.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/08/1999;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
06/08/1999;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
09/08/1999;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/08/1999;2.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/08/1999;279.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/08/1999;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/08/1999;270.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
16/08/1999;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/08/1999;270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/08/1999;2.75
19/08/1999;287.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/08/1999;2.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/08/1999;295.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/08/1999;30.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
25/08/1999;3.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/08/1999;2.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/08/1999;287.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/08/1999;2.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/08/1999;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
01/09/1999;270.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/09/1999;2.560.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/09/1999;2.470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/09/1999;2.560.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/09/1999;2.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/09/1999;2.75
10/09/1999;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
13/09/1999;279.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/09/1999;2.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/09/1999;2.520.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/09/1999;2.470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/09/1999;245.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/09/1999;24.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/09/1999;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/09/1999;229.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
23/09/1999;245.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/09/1999;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/09/1999;25.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
28/09/1999;2.520.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/09/1999;2.569.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/09/1999;2.310.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/10/1999;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/10/1999;24.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/10/1999;245.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/10/1999;2.479.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/10/1999;24.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/10/1999;2.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/10/1999;2.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
12/10/1999;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/10/1999;2.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/10/1999;270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/10/1999;2.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/10/1999;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/10/1999;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/10/1999;2.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/10/1999;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/10/1999;3
25/10/1999;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
26/10/1999;295.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
27/10/1999;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/10/1999;2.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/10/1999;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
01/11/1999;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
02/11/1999;2.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/11/1999;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
04/11/1999;2.75
05/11/1999;262.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/11/1999;2.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
09/11/1999;2.439.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/11/1999;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/11/1999;237.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
12/11/1999;2.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/11/1999;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/11/1999;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/11/1999;22.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/11/1999;2.220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/11/1999;2.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/11/1999;204.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
23/11/1999;19.899.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
24/11/1999;195.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
29/11/1999;2.25
30/11/1999;2.220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/12/1999;21.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
02/12/1999;2.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/12/1999;2.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/12/1999;2.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/12/1999;2.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/12/1999;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
09/12/1999;220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/12/1999;2.270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/12/1999;2.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/12/1999;24.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/12/1999;254.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/12/1999;2.520.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/12/1999;254.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/12/1999;26.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
21/12/1999;2.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
22/12/1999;245.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/12/1999;24.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
27/12/1999;2.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/12/1999;2.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/12/1999;2.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
30/12/1999;229.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
04/01/2000;2.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/01/2000;21.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
06/01/2000;2.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/01/2000;2.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/01/2000;220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/01/2000;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
12/01/2000;2.25
13/01/2000;229.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/01/2000;2.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
18/01/2000;2.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/01/2000;2.399.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
20/01/2000;2.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/01/2000;254.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
24/01/2000;254.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
25/01/2000;2.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/01/2000;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/01/2000;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
28/01/2000;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
31/01/2000;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/02/2000;2.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/02/2000;2.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/02/2000;2.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/02/2000;2.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/02/2000;2.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/02/2000;2.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/02/2000;262.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/02/2000;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/02/2000;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
14/02/2000;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/02/2000;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
16/02/2000;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/02/2000;2.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/02/2000;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
22/02/2000;254.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
23/02/2000;2.5
24/02/2000;2.520.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/02/2000;25.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
28/02/2000;2.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/02/2000;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/03/2000;270.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/03/2000;279.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
03/03/2000;2.720.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/03/2000;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
07/03/2000;2.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
08/03/2000;27.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/03/2000;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/03/2000;279.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/03/2000;28.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/03/2000;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
16/03/2000;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
17/03/2000;2.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/03/2000;2.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/03/2000;27.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/03/2000;2.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
23/03/2000;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
24/03/2000;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/03/2000;2.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/03/2000;2.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/03/2000;29.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
30/03/2000;28.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/03/2000;287.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
03/04/2000;29.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
04/04/2000;287.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/04/2000;2.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
06/04/2000;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/04/2000;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/04/2000;2.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/04/2000;2.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
12/04/2000;304.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/04/2000;304.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/04/2000;3.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/04/2000;312.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/04/2000;312.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/04/2000;312.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/04/2000;3.069.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
24/04/2000;312.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/04/2000;3.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/04/2000;312.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/04/2000;3.060.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/04/2000;3.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
01/05/2000;3.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/05/2000;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/05/2000;3.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/05/2000;3.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
05/05/2000;3.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
08/05/2000;312.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/05/2000;3.25
10/05/2000;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/05/2000;337.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/05/2000;3.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/05/2000;337.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/05/2000;345.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/05/2000;34.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/05/2000;3.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/05/2000;37.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
22/05/2000;395.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/05/2000;3.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/05/2000;3.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
25/05/2000;417.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
26/05/2000;429.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/05/2000;43.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
31/05/2000;4.519.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
01/06/2000;438.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/06/2000;420.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
05/06/2000;41.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
06/06/2000;4.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/06/2000;4.230.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/06/2000;395.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
09/06/2000;413.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
12/06/2000;421.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/06/2000;4.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
14/06/2000;4.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/06/2000;437.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
16/06/2000;445.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/06/2000;437.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/06/2000;4.019.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
21/06/2000;413.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
22/06/2000;444.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/06/2000;44.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
26/06/2000;437.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/06/2000;454.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/06/2000;444.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/06/2000;4.25
30/06/2000;436.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/07/2000;436.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/07/2000;42.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/07/2000;4.019.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
07/07/2000;4
10/07/2000;419.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/07/2000;41.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
12/07/2000;429.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/07/2000;40.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/07/2000;41.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
17/07/2000;412.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/07/2000;39.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/07/2000;407.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/07/2000;3.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/07/2000;387.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
24/07/2000;37.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/07/2000;362.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
26/07/2000;3.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
27/07/2000;3.75
28/07/2000;3.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/07/2000;3.75
01/08/2000;3.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
02/08/2000;404.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
03/08/2000;4.230.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/08/2000;4.25
07/08/2000;438.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
08/08/2000;445.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
09/08/2000;4.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/08/2000;442.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
11/08/2000;444.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/08/2000;44.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
15/08/2000;42.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/08/2000;42.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/08/2000;43.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
18/08/2000;437.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
21/08/2000;45.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
22/08/2000;479.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
23/08/2000;46.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
24/08/2000;453.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/08/2000;454.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/08/2000;462.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/08/2000;45.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
30/08/2000;461.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/08/2000;47.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
01/09/2000;470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/09/2000;480.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
06/09/2000;488.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
07/09/2000;48.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
08/09/2000;47.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/09/2000;48.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
12/09/2000;495.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/09/2000;505.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/09/2000;50.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
15/09/2000;528.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/09/2000;505.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
19/09/2000;521.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/09/2000;52.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/09/2000;5.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/09/2000;5.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/09/2000;512.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/09/2000;528.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/09/2000;5.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
28/09/2000;520.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/09/2000;50.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
02/10/2000;52.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/10/2000;529.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/10/2000;521.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
05/10/2000;520.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
06/10/2000;504.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/10/2000;5.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
10/10/2000;5.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/10/2000;50.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
12/10/2000;554.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/10/2000;542.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
16/10/2000;5.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
17/10/2000;5.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
18/10/2000;536.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/10/2000;504.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/10/2000;4.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
23/10/2000;482.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/10/2000;4.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
25/10/2000;463.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
26/10/2000;461.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/10/2000;4.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/10/2000;455.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
31/10/2000;437.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/11/2000;44.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/11/2000;4.5
